-0.111976	-0.029306	0.005423	-0.040930	
-0.232141	-0.069022	-0.089814	-0.624960	
-0.139633	-0.064344	-0.104749	-0.871647	
-0.134329	-0.064525	-0.107797	-0.955537	
-0.114783	-0.056486	-0.110769	-0.982863	
-0.119292	-0.056486	-0.110769	-0.995600	
-0.117032	-0.058646	-0.112997	-0.998900	
-0.117032	-0.058646	-0.112997	-0.998900	
-0.117781	-0.059366	-0.109060	-1.000000	
-0.117781	-0.059366	-0.109060	-1.000000	
-0.117781	-0.059366	-0.109060	-1.000000	
-0.117781	-0.059366	-0.109060	-1.000000	
-0.117781	-0.059366	-0.109060	-1.000000	
-0.117781	-0.059366	-0.109060	-1.000000	
-0.117781	-0.059366	-0.109060	-1.000000	
-0.117781	-0.059366	-0.109060	-1.000000	
-0.117781	-0.059366	-0.109060	-1.000000	
-0.117781	-0.059366	-0.109060	-1.000000	
-0.117781	-0.059366	-0.109060	-1.000000	
-0.117781	-0.059366	-0.109060	-1.000000	
-0.117781	-0.059366	-0.109060	-1.000000	
-0.117781	-0.059366	-0.109060	-1.000000	
-0.117781	-0.059366	-0.109060	-1.000000	
-0.117781	-0.059366	-0.109060	-1.000000	
-0.117781	-0.059366	-0.109060	-1.000000	
-0.117781	-0.059366	-0.109060	-1.000000	
-0.117781	-0.059366	-0.109060	-1.000000	
-0.117781	-0.059366	-0.109060	-1.000000	
-0.117781	-0.059366	-0.109060	-1.000000	
-0.117781	-0.059366	-0.109060	-1.000000	
-0.117781	-0.059366	-0.109060	-1.000000	
