-3.024665e-06	-6.870214e-08
1.007092e+00	2.287506e-02

-1.889439e-12	-3.989887e-10
6.291074e-07	1.328472e-04

1.002829e-13	-9.977639e-11
-3.339019e-08	3.322154e-05

1.294512e-13	-4.434842e-11
-4.310205e-08	1.476625e-05

9.669293e-14	-2.494683e-11
-3.219487e-08	8.306293e-06

7.105283e-14	-1.596627e-11
-2.365775e-08	5.316128e-06

5.358751e-14	-1.108782e-11
-1.784249e-08	3.691800e-06

4.159832e-14	-8.146222e-12
-1.385057e-08	2.712366e-06

3.312805e-14	-6.236990e-12
-1.103031e-08	2.076668e-06

2.696146e-14	-4.928015e-12
-8.977086e-09	1.640831e-06

2.234826e-14	-3.991707e-12
-7.441074e-09	1.329078e-06

1.881413e-14	-3.298941e-12
-6.264353e-09	1.098415e-06

1.605033e-14	-2.772034e-12
-5.344117e-09	9.229761e-07

1.384995e-14	-2.361974e-12
-4.611478e-09	7.864428e-07

1.207059e-14	-2.036604e-12
-4.019023e-09	6.781075e-07

1.061187e-14	-1.774111e-12
-3.533328e-09	5.907079e-07

9.401472e-15	-1.559279e-12
-3.130314e-09	5.191775e-07

8.386281e-15	-1.381232e-12
-2.792296e-09	4.598948e-07

7.526606e-15	-1.232026e-12
-2.506058e-09	4.102152e-07

6.792322e-15	-1.105753e-12
-2.261571e-09	3.681713e-07

6.160239e-15	-9.979426e-13
-2.051113e-09	3.322749e-07

5.612275e-15	-9.051640e-13
-1.868663e-09	3.013833e-07

5.134171e-15	-8.247471e-13
-1.709473e-09	2.746077e-07

4.714558e-15	-7.545895e-13
-1.569759e-09	2.512481e-07

4.344285e-15	-6.930175e-13
-1.446473e-09	2.307470e-07

4.015921e-15	-6.386852e-13
-1.337141e-09	2.126566e-07

3.723381e-15	-5.905007e-13
-1.239737e-09	1.966131e-07

3.461643e-15	-5.475701e-13
-1.152588e-09	1.823189e-07

3.226534e-15	-5.091566e-13
-1.074307e-09	1.695288e-07

3.014566e-15	-4.746480e-13
-1.003730e-09	1.580388e-07

2.822801e-15	-4.435323e-13
-9.398797e-10	1.476785e-07

2.648753e-15	-4.153790e-13
-8.819287e-10	1.383046e-07

2.490307e-15	-3.898236e-13
-8.291725e-10	1.297956e-07

2.345654e-15	-3.665560e-13
-7.810087e-10	1.220484e-07

2.213239e-15	-3.453110e-13
-7.369198e-10	1.149747e-07

2.091720e-15	-3.258609e-13
-6.964590e-10	1.084986e-07

1.979936e-15	-3.080091e-13
-6.592392e-10	1.025547e-07

1.876873e-15	-2.915850e-13
-6.249235e-10	9.708611e-08

1.781649e-15	-2.764404e-13
-5.932176e-10	9.204357e-08

1.693488e-15	-2.624458e-13
-5.638636e-10	8.738392e-08

1.611709e-15	-2.494875e-13
-5.366345e-10	8.306936e-08

1.535711e-15	-2.374659e-13
-5.113303e-10	7.906662e-08

1.464962e-15	-2.262926e-13
-4.877737e-10	7.534638e-08

1.398990e-15	-2.158898e-13
-4.658076e-10	7.188266e-08

1.337374e-15	-2.061882e-13
-4.452920e-10	6.865241e-08

1.279739e-15	-1.971261e-13
-4.261019e-10	6.563510e-08

1.225750e-15	-1.886486e-13
-4.081257e-10	6.281243e-08

1.175106e-15	-1.807064e-13
-3.912631e-10	6.016800e-08

1.127535e-15	-1.732555e-13
-3.754240e-10	5.768712e-08

1.082795e-15	-1.662560e-13
-3.605273e-10	5.535658e-08

1.040665e-15	-1.596723e-13
-3.464997e-10	5.316447e-08

1.000946e-15	-1.534720e-13
-3.332749e-10	5.110003e-08

9.634578e-16	-1.476260e-13
-3.207928e-10	4.915355e-08

9.280362e-16	-1.421078e-13
-3.089989e-10	4.731620e-08

8.945322e-16	-1.368933e-13
-2.978434e-10	4.557998e-08

8.628099e-16	-1.319606e-13
-2.872811e-10	4.393760e-08

8.327451e-16	-1.272898e-13
-2.772708e-10	4.238241e-08

8.042245e-16	-1.228627e-13
-2.677745e-10	4.090836e-08

7.771440e-16	-1.186626e-13
-2.587578e-10	3.950989e-08

7.514084e-16	-1.146742e-13
-2.501889e-10	3.818193e-08

7.269300e-16	-1.108836e-13
-2.420386e-10	3.691981e-08

7.036283e-16	-1.072779e-13
-2.342800e-10	3.571924e-08

6.814290e-16	-1.038452e-13
-2.268886e-10	3.457631e-08

6.602639e-16	-1.005747e-13
-2.198414e-10	3.348736e-08

6.400695e-16	-9.745634e-14
-2.131175e-10	3.244906e-08

6.207874e-16	-9.448076e-14
-2.066973e-10	3.145831e-08

6.023636e-16	-9.163940e-14
-2.005629e-10	3.051225e-08

5.847478e-16	-8.892432e-14
-1.946976e-10	2.960824e-08

5.678935e-16	-8.632813e-14
-1.890858e-10	2.874381e-08

5.517573e-16	-8.384401e-14
-1.837131e-10	2.791669e-08

5.362992e-16	-8.146558e-14
-1.785661e-10	2.712477e-08

5.214816e-16	-7.918694e-14
-1.736325e-10	2.636608e-08

5.072696e-16	-7.700258e-14
-1.689005e-10	2.563877e-08

4.936307e-16	-7.490738e-14
-1.643593e-10	2.494116e-08

4.805345e-16	-7.289654e-14
-1.599987e-10	2.427163e-08

4.679526e-16	-7.096559e-14
-1.558095e-10	2.362870e-08

4.558584e-16	-6.911037e-14
-1.517826e-10	2.301098e-08

4.442269e-16	-6.732695e-14
-1.479098e-10	2.241718e-08

4.330350e-16	-6.561169e-14
-1.441833e-10	2.184606e-08

4.222607e-16	-6.396115e-14
-1.405959e-10	2.129650e-08

4.118836e-16	-6.237212e-14
-1.371407e-10	2.076742e-08

4.018842e-16	-6.084157e-14
-1.338113e-10	2.025781e-08

3.922446e-16	-5.936668e-14
-1.306017e-10	1.976673e-08

3.829477e-16	-5.794478e-14
-1.275062e-10	1.929329e-08

3.739774e-16	-5.657336e-14
-1.245195e-10	1.883666e-08

3.653186e-16	-5.525005e-14
-1.216364e-10	1.839605e-08

3.569570e-16	-5.397264e-14
-1.188524e-10	1.797073e-08

3.488792e-16	-5.273902e-14
-1.161628e-10	1.755998e-08

3.410725e-16	-5.154722e-14
-1.135635e-10	1.716316e-08

3.335250e-16	-5.039537e-14
-1.110505e-10	1.677964e-08

3.262252e-16	-4.928169e-14
-1.086199e-10	1.640883e-08

3.191624e-16	-4.820453e-14
-1.062683e-10	1.605018e-08

3.123265e-16	-4.716230e-14
-1.039922e-10	1.570316e-08

3.057079e-16	-4.615352e-14
-1.017885e-10	1.536727e-08

2.992974e-16	-4.517675e-14
-9.965405e-11	1.504205e-08

2.930865e-16	-4.423067e-14
-9.758605e-11	1.472704e-08

2.870669e-16	-4.331400e-14
-9.558176e-11	1.442183e-08

2.812308e-16	-4.242553e-14
-9.363859e-11	1.412600e-08

2.755709e-16	-4.156412e-14
-9.175407e-11	1.383919e-08

2.700802e-16	-4.072868e-14
-8.992587e-11	1.356102e-08

