t	S	I[0]	I[1]	I[2]	R
356	330	5		17		0		48
357	309	6		15		0		70
358	293	8		8		0		91
359	269	10		13		1		107
360	243	10		15		1		131
361	217	11		11		4		157
362	188	8		14		7		183
363	156	7		14		11		212
364	123	5		13		15		244
365	97	6		5		15		277
366	71	5		3		18		303
367	48	4		2		17		329
368	38	2		0		8		352
369	31	1		0		6		362
370	28	0		0		3		369
371	27	0		0		1		372
372	27	0		0		0		373
373	395	1		3		0		1
374	392	0		3		0		5
375	390	0		2		0		8
376	386	0		4		0		10
377	382	1		3		0		14
378	377	0		5		0		18
379	369	1		7		0		23
380	361	1		7		0		31
381	353	2		6		0		39
382	343	2		8		0		47
383	329	1		13		0		57
384	314	1		14		0		71
385	297	4		13		0		86
386	279	6		11		1		103
387	253	4		21		1		121
388	228	4		20		1		147
389	211	1		15		1		172
390	192	2		17		0		189
391	176	3		12		1		208
392	162	1		11		2		224
393	149	2		8		3		238
394	139	1		7		2		251
395	131	2		6		0		261
396	123	1		7		0		269
397	118	0		5		0		277
398	116	1		1		0		282
399	115	0		1		0		284
400	115	0		0		0		285
401	398	0		1		0		1
402	396	0		2		0		2
403	395	1		0		0		4
404	395	0		0		0		5
405	398	0		1		0		1
406	396	0		2		0		2
407	393	2		1		0		4
408	388	4		1		0		7
409	383	4		1		0		12
410	372	9		1		1		17
411	360	6		3		3		28
412	344	8		2		6		40
413	323	8		2		11		56
414	286	10		3		24		77
415	233	10		1		42		114
416	159	9		4		61		167
417	77	11		4		67		241
418	23	7		2		45		323
419	7	0		0		16		377
420	7	0		0		0		393
421	398	0		1		0		1
422	397	0		1		0		2
423	396	0		1		0		3
424	396	0		0		0		4
425	398	0		1		0		1
426	397	0		1		0		2
427	395	0		2		0		3
428	394	1		0		0		5
429	394	0		0		0		6
430	397	0		2		0		1
431	395	1		1		0		3
432	394	1		0		0		5
433	393	1		0		0		6
434	390	2		0		1		7
435	382	5		0		3		10
436	371	5		0		6		18
437	348	7		0		16		29
438	305	8		2		33		52
439	233	13		1		58		95
440	123	16		2		92		167
441	34	17		1		71		277
442	5	4		0		25		366
443	0	2		0		3		395
444	0	0		0		0		400
445	396	0		3		0		1
446	391	2		3		0		4
447	387	2		2		0		9
448	383	2		2		0		13
449	378	2		3		0		17
450	374	3		1		0		22
451	370	3		1		0		26
452	362	4		4		0		30
453	349	9		3		1		38
454	333	9		4		3		51
455	312	11		7		3		67
456	291	7		7		7		88
457	256	12		7		16		109
458	213	12		5		26		144
459	149	17		3		44		187
460	77	15		3		54		251
461	32	4		0		41		323
462	10	2		0		20		368
463	7	0		0		3		390
464	4	1		0		2		393
465	4	0		0		0		396
466	394	0		5		0		1
467	387	0		7		0		6
468	373	0		14		0		13
469	348	2		23		0		27
470	313	3		32		0		52
471	274	4		35		0		87
472	230	9		35		0		126
473	199	6		25		0		170
474	179	8		11		1		201
475	163	5		10		1		221
476	150	4		7		2		237
477	141	2		4		3		250
478	134	3		0		4		259
479	127	0		0		7		266
480	117	0		0		10		273
481	106	0		0		11		283
482	94	1		0		11		294
483	83	2		0		9		306
484	71	3		0		9		317
485	58	2		0		11		329
486	43	2		0		13		342
487	30	3		0		10		357
488	21	0		0		9		370
489	15	1		0		5		379
490	14	1		0		0		385
491	14	0		0		0		386
492	398	1		0		0		1
493	398	0		0		0		2
494	399	0		0		0		1
495	397	0		2		0		1
496	394	1		2		0		3
497	392	0		2		0		6
498	388	0		4		0		8
499	384	0		4		0		12
500	378	0		6		0		16
501	369	1		8		0		22
502	354	1		14		0		31
503	335	3		16		0		46
504	311	8		16		0		65
505	283	7		21		0		89
506	260	5		17		1		117
507	238	3		17		2		140
508	217	5		12		4		162
509	190	4		15		8		183
510	164	3		12		11		210
511	137	2		9		16		236
512	106	5		9		17		263
513	69	9		5		23		294
514	45	6		1		17		331
515	32	2		0		11		355
516	19	2		0		11		368
517	11	1		0		7		381
518	9	0		0		2		389
519	8	0		0		1		391
520	8	0		0		0		392
521	395	0		4		0		1
522	389	0		6		0		5
523	381	2		6		0		11
524	374	0		7		0		19
525	363	2		9		0		26
526	350	3		10		0		37
527	336	4		10		0		50
528	315	6		14		1		64
529	289	6		17		3		85
530	260	5		18		6		111
531	227	10		13		10		140
532	189	10		14		14		173
533	152	12		8		17		211
534	113	15		11		13		248
535	83	4		12		14		287
536	63	4		5		11		317
537	50	4		1		8		337
538	41	4		1		4		350
539	34	1		0		6		359
540	25	2		0		7		366
541	21	1		0		3		375
542	20	0		0		1		379
543	20	0		0		0		380
544	397	0		2		0		1
545	393	1		3		0		3
546	384	4		5		0		7
547	375	2		7		0		16
548	366	1		8		0		25
549	358	1		7		0		34
550	347	1		10		0		42
551	333	1		13		0		53
552	310	2		21		0		67
553	281	3		26		0		90
554	245	7		28		1		119
555	205	11		27		2		155
556	172	9		19		5		195
557	140	10		14		8		228
558	119	7		8		6		260
559	104	5		4		6		281
560	91	3		2		8		296
561	83	1		1		6		309
562	74	3		2		4		317
563	66	2		1		5		326
564	56	4		1		5		334
565	51	1		1		3		344
566	49	1		0		1		349
567	47	0		0		2		351
568	45	0		0		2		353
569	42	0		0		3		355
570	39	0		0		3		358
571	37	1		0		1		361
572	35	0		0		2		363
573	33	0		0		2		365
574	30	1		0		2		367
575	29	0		0		1		370
576	29	0		0		0		371
577	397	0		2		0		1
578	394	0		3		0		3
579	387	1		6		0		6
580	381	1		5		0		13
581	373	1		6		1		19
582	357	4		9		3		27
583	322	8		19		8		43
584	274	12		18		18		78
585	211	16		15		32		126
586	135	18		11		47		189
587	67	15		6		47		265
588	27	8		4		28		333
589	12	2		2		11		373
590	6	0		0		6		388
591	4	1		0		1		394
592	4	0		0		0		396
593	397	0		2		0		1
594	395	0		2		0		3
595	388	0		7		0		5
596	376	1		11		0		12
597	352	3		21		0		24
598	319	4		29		0		48
599	275	5		39		0		81
600	227	4		44		0		125
601	181	5		41		0		173
602	144	5		31		1		219
603	116	4		23		1		256
604	99	2		13		2		284
605	83	2		12		2		301
606	75	0		7		1		317
607	67	0		5		3		325
608	65	0		2		0		333
609	63	1		1		0		335
610	62	1		0		0		337
611	61	1		0		0		338
612	60	1		0		0		339
613	60	0		0		0		340
614	396	0		3		0		1
615	393	0		3		0		4
616	390	0		3		0		7
617	385	0		5		0		10
618	378	0		7		0		15
619	375	1		2		0		22
620	370	3		2		0		25
621	364	2		4		0		30
622	360	0		4		0		36
623	354	2		4		0		40
624	352	0		2		0		46
625	349	1		2		0		48
626	344	3		2		0		51
627	339	3		2		0		56
628	331	7		1		0		61
629	321	7		3		0		69
630	311	3		6		1		79
631	300	2		7		2		89
632	281	0		14		5		100
633	251	3		17		10		119
634	212	7		10		22		149
635	162	9		3		38		188
636	104	9		1		48		238
637	48	6		1		49		296
638	16	8		0		24		352
639	8	1		0		7		384
640	6	1		0		1		392
641	5	0		0		1		394
642	4	0		0		1		395
643	4	0		0		0		396
644	397	0		2		0		1
645	394	0		3		0		3
646	391	0		3		0		6
647	388	1		2		0		9
648	384	1		3		0		12
649	379	2		3		0		16
650	372	2		5		0		21
651	368	1		3		0		28
652	362	2		4		0		32
653	350	3		9		0		38
654	335	4		11		0		50
655	313	4		18		0		65
656	287	3		23		0		87
657	263	5		19		0		113
658	238	8		17		0		137
659	214	10		14		0		162
660	195	5		13		1		186
661	177	3		13		2		205
662	154	1		16		6		223
663	132	3		12		7		246
664	116	1		10		5		268
665	104	2		6		4		284
666	87	2		8		7		296
667	75	1		2		9		313
668	64	1		1		9		325
669	56	1		1		6		336
670	46	1		0		9		344
671	40	0		0		6		354
672	37	0		0		3		360
673	35	0		0		2		363
674	34	0		0		1		365
675	33	0		0		1		366
676	33	0		0		0		367
677	398	1		0		0		1
678	397	1		0		0		2
679	397	0		0		0		3
680	399	0		0		0		1
681	397	2		0		0		1
682	395	2		0		0		3
683	394	1		0		0		5
684	393	0		0		1		6
685	389	0		0		4		7
686	377	3		0		9		11
687	355	1		0		21		23
688	306	3		0		46		45
689	210	19		0		77		94
690	96	25		0		89		190
691	21	10		1		64		304
692	1	4		0		16		379
693	0	0		0		1		399
694	0	0		0		0		400
695	396	0		3		0		1
696	391	1		4		0		4
697	382	2		7		0		9
698	371	2		8		1		18
699	359	2		8		2		29
700	338	4		10		7		41
701	309	6		10		13		62
702	268	6		13		22		91
703	202	14		20		32		132
704	126	19		16		41		198
705	65	14		10		37		274
706	34	4		4		23		335
707	18	4		0		12		366
708	12	0		0		6		382
709	12	0		0		0		388
710	398	1		0		0		1
711	397	1		0		0		2
712	395	1		1		0		3
713	393	0		2		0		5
714	389	0		4		0		7
715	381	3		5		0		11
716	368	4		9		0		19
717	350	5		13		0		32
718	329	5		16		0		50
719	302	3		23		1		71
720	261	7		32		2		98
721	214	13		30		4		139
722	174	13		23		4		186
723	150	12		9		3		226
724	129	6		10		5		250
725	110	4		4		11		271
726	89	3		4		14		290
727	65	3		3		18		311
728	44	5		2		14		335
729	38	1		0		5		356
730	35	0		0		3		362
731	33	2		0		0		365
732	33	0		0		0		367
733	398	1		0		0		1
734	398	0		0		0		2
735	396	0		3		0		1
736	393	1		2		0		4
737	388	0		5		0		7
738	381	0		7		0		12
739	374	0		7		0		19
740	364	1		9		0		26
741	350	2		12		0		36
742	331	1		18		0		50
743	312	2		17		0		69
744	287	5		20		0		88
745	261	6		20		0		113
746	240	4		17		0		139
747	216	2		22		0		160
748	194	6		16		0		184
749	170	6		18		0		206
750	150	5		15		0		230
751	140	2		8		0		250
752	132	2		6		0		260
753	126	1		5		0		268
754	118	1		7		0		274
755	109	4		5		0		282
756	104	2		3		0		291
757	103	1		0		0		296
758	103	0		0		0		297
759	398	0		1		0		1
760	395	0		3		0		2
761	391	0		4		0		5
762	385	0		6		0		9
763	377	0		8		0		15
764	364	1		12		0		23
765	348	2		14		0		36
766	323	4		21		0		52
767	300	6		16		1		77
768	284	4		11		1		100
769	269	2		11		2		116
770	255	2		9		3		131
771	237	2		11		5		145
772	219	4		5		9		163
773	202	4		1		12		181
774	174	6		1		21		198
775	130	12		0		32		226
776	86	11		0		33		270
777	46	6		1		33		314
778	24	4		1		17		354
779	12	0		0		12		376
780	6	0		0		6		388
781	3	0		0		3		394
782	2	0		0		1		397
783	2	0		0		0		398
784	397	0		2		0		1
785	396	0		1		0		3
786	395	0		1		0		4
787	393	0		2		0		5
788	389	1		3		0		7
789	383	1		5		0		11
790	374	0		9		0		17
791	361	2		11		0		26
792	347	3		11		0		39
793	328	2		17		0		53
794	302	5		21		0		72
795	264	12		25		1		98
796	228	10		24		2		136
797	188	9		26		5		172
798	152	10		20		6		212
799	119	11		14		8		248
800	98	5		7		9		281
801	82	3		4		9		302
802	66	3		2		11		318
803	56	0		2		8		334
804	50	2		0		4		344
805	44	1		0		5		350
806	39	0		0		5		356
807	36	0		0		3		361
808	34	1		0		1		364
809	32	1		0		1		366
810	31	0		0		1		368
811	29	0		0		2		369
812	28	0		0		1		371
813	28	0		0		0		372
814	397	0		2		0		1
815	394	1		2		0		3
816	390	2		2		0		6
817	386	1		3		0		10
818	381	2		3		0		14
819	378	0		3		0		19
820	374	0		4		0		22
821	368	1		5		0		26
822	361	0		6		1		32
823	351	1		8		1		39
824	336	5		7		3		49
825	311	5		10		10		64
826	274	9		10		18		89
827	218	14		12		30		126
828	162	7		11		38		182
829	101	13		7		41		238
830	54	5		7		35		299
831	21	8		2		23		346
832	8	1		3		9		379
833	7	0		0		1		392
834	7	0		0		0		393
835	398	0		1		0		1
836	396	0		2		0		2
837	394	0		2		0		4
838	392	0		2		0		6
839	388	0		4		0		8
840	382	0		6		0		12
841	374	1		7		0		18
842	364	3		7		0		26
843	351	3		9		1		36
844	334	5		10		2		49
845	313	6		8		7		66
846	284	8		10		11		87
847	234	12		14		24		116
848	174	13		10		37		166
849	111	12		4		47		226
850	59	11		3		38		289
851	28	5		4		22		341
852	16	1		1		10		372
853	8	1		1		6		384
854	4	0		0		4		392
855	4	0		0		0		396
856	397	0		2		0		1
857	394	1		2		0		3
858	392	0		2		0		6
859	387	0		5		0		8
860	380	1		6		0		13
861	373	1		6		0		20
862	368	1		4		0		27
863	361	0		7		0		32
864	351	0		10		0		39
865	331	4		16		0		49
866	312	4		15		0		69
867	285	5		22		0		88
868	245	10		29		1		115
869	212	10		23		0		155
870	190	7		15		0		188
871	178	3		8		1		210
872	168	1		8		1		222
873	158	1		8		1		232
874	152	1		3		2		242
875	144	0		2		6		248
876	127	2		1		14		256
877	105	3		1		18		273
878	78	4		0		23		295
879	55	5		0		18		322
880	42	4		1		8		345
881	37	2		0		3		358
882	35	2		0		0		363
883	34	1		0		0		365
884	34	0		0		0		366
885	398	0		1		0		1
886	398	0		0		0		2
887	399	0		0		0		1
888	396	0		3		0		1
889	392	0		4		0		4
890	391	0		1		0		8
891	390	0		1		0		9
892	389	1		0		0		10
893	389	0		0		0		11
894	399	0		0		0		1
895	397	0		2		0		1
896	394	2		1		0		3
897	391	0		3		0		6
898	389	0		2		0		9
899	388	0		1		0		11
900	386	0		2		0		12
901	381	2		3		0		14
902	376	2		3		0		19
903	371	1		3		1		24
904	364	1		2		4		29
905	352	2		1		9		36
906	331	2		2		17		48
907	293	2		1		35		69
908	227	7		1		58		107
909	138	11		2		76		173
910	47	17		1		73		262
911	9	5		0		33		353
912	3	2		0		4		391
913	3	0		0		0		397
914	398	0		1		0		1
915	396	1		1		0		2
916	394	0		1		1		4
917	389	0		2		3		6
918	380	2		1		6		11
919	363	4		3		10		20
920	331	4		5		23		37
921	272	8		6		45		69
922	180	15		7		70		128
923	79	17		9		75		220
924	21	10		1		47		321
925	4	3		1		13		379
926	3	1		0		0		396
927	3	0		0		0		397
928	398	0		1		0		1
929	395	1		2		0		2
930	393	0		2		0		5
931	391	0		2		0		7
932	388	0		3		0		9
933	382	0		6		0		12
934	376	2		4		0		18
935	371	2		3		0		24
936	363	4		4		0		29
937	350	6		7		0		37
938	338	6		6		0		50
939	327	5		6		0		62
940	319	3		4		1		73
941	310	2		5		2		81
942	297	3		6		4		90
943	284	4		5		4		103
944	261	1		11		11		116
945	232	4		9		16		139
946	183	7		12		30		168
947	123	9		6		45		217
948	71	6		1		45		277
949	39	3		0		29		329
950	26	2		0		11		361
951	21	2		0		3		374
952	20	0		0		1		379
953	20	0		0		0		380
954	396	0		3		0		1
955	393	0		3		0		4
956	389	0		4		0		7
957	385	0		4		0		11
958	380	0		5		0		15
959	376	0		4		0		20
960	372	1		3		0		24
961	367	2		3		0		28
962	362	1		4		0		33
963	356	0		6		0		38
964	351	0		5		0		44
965	347	1		3		0		49
966	341	4		2		0		53
967	333	4		3		1		59
968	326	4		2		1		67
969	316	4		4		2		74
970	300	4		7		5		84
971	277	7		6		10		100
972	240	6		9		22		123
973	186	7		10		37		160
974	127	7		6		46		214
975	78	6		2		41		273
976	40	10		0		28		322
977	17	8		0		15		360
978	11	0		0		6		383
979	8	0		0		3		389
980	6	1		0		1		392
981	5	0		0		1		394
982	4	0		0		1		395
983	4	0		0		0		396
984	397	0		2		0		1
985	394	0		3		0		3
986	387	0		7		0		6
987	377	1		9		0		13
988	362	3		12		0		23
989	342	3		17		0		38
990	321	3		18		0		58
991	296	4		21		0		79
992	271	6		18		1		104
993	245	4		19		3		129
994	219	5		14		7		155
995	193	3		10		13		181
996	170	3		5		15		207
997	141	2		3		24		230
998	103	0		1		37		259
999	63	3		1		36		297
1000	39	5		2		17		337
1001	22	4		0		13		361
1002	16	0		0		6		378
1003	12	0		0		4		384
1004	8	0		0		4		388
1005	7	0		0		1		392
1006	7	0		0		0		393
1007	397	0		2		0		1
1008	393	0		4		0		3
1009	386	1		6		0		7
1010	378	1		7		0		14
1011	368	2		8		0		22
1012	354	6		8		0		32
1013	336	8		9		1		46
1014	311	9		12		4		64
1015	287	10		7		7		89
1016	255	13		3		16		113
1017	216	11		1		27		145
1018	166	12		2		36		184
1019	113	13		2		38		234
1020	58	8		0		47		287
1021	26	6		0		26		342
1022	11	3		0		12		374
1023	6	0		0		5		389
1024	3	1		0		2		394
1025	3	0		0		0		397
1026	397	0		2		0		1
1027	392	0		5		0		3
1028	382	1		9		0		8
1029	371	2		9		0		18
1030	359	2		10		0		29
1031	340	3		15		1		41
1032	322	2		15		1		60
1033	294	7		19		2		78
1034	263	5		22		4		106
1035	230	6		17		10		137
1036	191	11		12		16		170
1037	148	11		13		19		209
1038	111	11		6		20		252
1039	83	7		2		19		289
1040	58	4		2		19		317
1041	39	2		3		14		342
1042	28	2		1		8		361
1043	24	1		0		3		372
1044	21	0		0		3		376
1045	21	0		0		0		379
1046	399	0		0		0		1
1047	397	2		0		0		1
1048	390	6		0		1		3
1049	381	6		0		3		10
1050	369	3		1		8		19
1051	344	6		2		17		31
1052	299	14		3		28		56
1053	231	15		3		50		101
1054	140	19		0		72		169
1055	58	12		1		69		260
1056	9	5		1		43		342
1057	1	1		0		7		391
1058	1	0		0		0		399
1059	397	1		1		0		1
1060	394	2		1		0		3
1061	390	3		1		0		6
1062	387	2		1		0		10
1063	385	1		1		0		13
1064	382	1		2		0		15
1065	375	2		5		0		18
1066	367	2		6		0		25
1067	359	0		8		0		33
1068	348	1		10		0		41
1069	330	6		12		0		52
1070	312	3		15		0		70
1071	289	5		18		0		88
1072	262	7		20		0		111
1073	237	7		18		0		138
1074	215	8		14		0		163
1075	191	5		19		0		185
1076	169	8		13		1		209
1077	148	10		10		1		231
1078	127	5		14		2		252
1079	113	2		9		3		273
1080	103	1		4		5		287
1081	93	2		3		5		297
1082	82	1		2		8		307
1083	76	0		1		5		318
1084	72	1		0		3		324
1085	66	1		0		5		328
1086	58	1		0		7		334
1087	52	1		0		5		342
1088	50	0		0		2		348
1089	48	0		0		2		350
1090	46	0		0		2		352
1091	46	0		0		0		354
1092	398	0		1		0		1
1093	397	0		1		0		2
1094	395	0		2		0		3
1095	391	2		2		0		5
1096	385	2		4		0		9
1097	374	2		9		0		15
1098	358	4		12		0		26
1099	340	4		14		0		42
1100	326	3		11		0		60
1101	311	6		9		0		74
1102	289	8		14		0		89
1103	261	10		18		0		111
1104	231	12		18		0		139
1105	212	6		12		1		169
1106	193	6		10		3		188
1107	181	2		7		3		207
1108	170	1		6		4		219
1109	156	5		4		5		230
1110	146	1		2		7		244
1111	134	3		1		8		254
1112	120	4		2		8		266
1113	107	2		1		10		280
1114	99	0		1		7		293
1115	91	1		0		7		301
1116	82	2		0		7		309
1117	73	3		0		6		318
1118	66	0		0		7		327
1119	60	0		0		6		334
1120	52	1		0		7		340
1121	45	1		0		6		348
1122	41	0		0		4		355
1123	39	0		0		2		359
1124	38	0		0		1		361
1125	38	0		0		0		362
1126	395	0		4		0		1
1127	388	1		6		0		5
1128	377	2		9		0		12
1129	362	2		13		0		23
1130	340	2		20		0		38
1131	313	4		23		0		60
1132	281	3		29		0		87
1133	244	7		30		0		119
1134	208	11		24		1		156
1135	176	10		19		3		192
1136	153	6		15		2		224
1137	143	3		7		0		247
1138	138	4		1		0		257
1139	136	2		0		0		262
1140	136	0		0		0		264
1141	396	0		3		0		1
1142	393	1		2		0		4
1143	388	2		2		1		7
1144	380	3		2		3		12
1145	367	3		2		8		20
1146	340	8		2		17		33
1147	296	9		2		33		60
